username,text,sentimen
501Awani,Proses pemerhatian akan mengambil masa selama 15 minit. #AWANInews #HapusCOVID19 #MyVaksinCOVID19 https://t.co/2poBewpiAx,p
501Awani,"#AWANIringkas 23 Februari 2021 | 6AM

<U+0001F4CC> Dua kawasan dikenakan PKPD
<U+0001F4CC> Vaksin: Permohonan warga emas
<U+0001F4CC> SPV untuk pastikan pelaksanaan 5G lebih pantas

#HapusCOVID19 #AWANInews https://t.co/QIab7A9j9J",o
501Awani,"#AWANIringkas 23 Februari 2021 | 7AM

<U+0001F4CC> KM Sabah individu pertama disuntik vaksin 
<U+0001F4CC> TNB masih siasat kebakaran di Jambatan Pulau Pinang
<U+0001F4CC> Bentong bandaraya kedua selepas Kuantan

#HapusCOVID19 #AWANInews https://t.co/0QNbjzegXe",o
501Awani,"""Tak timbul langsung mana mana masyarakat dipaksa, dan saya harap NGO atau aktivis jangan takutkan mana mana pihak.”

#AWANInews #AWANI745 #MyVaksinCOVID19

https://t.co/J4d24RXme6",p
501Awani,"[SUKAN] Suntikan itu akan diberi sebelum mereka berlepas ke Tokyo bagi menyertai Sukan Olimpik, Julai ini. #AWANInews #HapusCOVID19 #MyVaksinCOVID19 https://t.co/O3APBCfYK2",p
501Awani,"#AWANIringkas 23 Februari 2021 | 8AM

<U+0001F4CC> Angka korban di AS lebih setengah juta orang
<U+0001F4CC> UK umum langkah longgar sekatan
<U+0001F4CC> Minta tambahan vaksin, ini teguran WHO 

#HapusCOVID19 #AWANInews https://t.co/DX94DJdkml",o
501Awani,"KPM sedang berbincang dengan Kementerian Sains, Teknologi dan Inovasi #AWANInews #AWANI745 https://t.co/hC7V3LNzWc",o
501Awani,"""Satu sinar harapan dan langkah permulaan penamatan penularan jangkitan COVID-19 dengan pelancaran Program Imunisasi COVID-19 Kebangsaan pada hari ini.""

#AWANInews #AWANIpagi #HapusCOVID19 #DisiplinMalaysia #MyVaksinCOVID19

https://t.co/hg6spCCvK5",p
501Awani,"Thailand menyasarkan memberi vaksin kepada 50 peratus penduduknya menjelang akhir tahun ini.
#AWANInews #FajarAWANI #HapusCOVID19 

https://t.co/TtXKC58W6g",p
501Awani,"Pfizer dan BioNTech memohon untuk menyimpan vaksin mereka pada suhu sejuk beku standard.
#AWANInews #AWANIpagi #HapusCOVID19 

https://t.co/qgNc0p1caH",p
501Awani,"Fokus #AWANISarawak malam ini:

<U+0001F4CC>Kampung Emperoh Jambu di Padawan dikenakan PKPD selama 14 hari

<U+0001F4CC>Hospital Sibu memerlukan petugas tambahan

<U+0001F4CC>Dua rakyat Sarawak di Riyadh, Arab Saudi kongsi pengalaman terima vaksin

#HapusCOVID19 #AWANInews https://t.co/SjKQC2FLlV",p
501Awani,"Beliau bimbang mengenai kesan sampingan terhadap sesetengah golongan OKU memandangkan sistem keimunan mereka tidak kuat.
#AWANInews #FajarAWANI #HapusCOVID19 #MyVaksinCOVID19

https://t.co/lGbSnEGGcK",n
501Awani,Kebanyakan negeri dilihat cukup teruja menantikan 'ketibaan' vaksin itu dengan persiapan rapi. #AWANInews #HapusCOVID19 #MyVaksinCOVID19 https://t.co/Z3yVWryylv,o
501Awani,"Di New York, sebuah pusat vaksinasi terbesar dibuka dan berupaya untuk memberikan sehingga 21,000 dos setiap minggu.

#AWANInews #AWANIpagi #HapusCOVID19 

https://t.co/vYRp4kWGLJ",p
501Awani,"Kerajaan perlu meningkatkan perbelanjaan untuk ujian saringan, rawatan, pengesanan kontak, dan pemberian vaksin COVID-19 #AWANInews #AWANI745 #HapusCOVID19 https://t.co/Z5dl66OaZx",p
501Awani,"Anda pengguna iOS? Daftarlah untuk vaksin COVID-19 bermula hari ini

https://t.co/WA8unX7XrQ

#AWANInews #AWANI745 #HapusCOVID19",p
501Awani,"Fokus #AWANI745:

<U+0001F4CC> Malaysia dijangka kembali catat pertumbuhan selepas pengedaran vaksin COVID-19.

<U+0001F4CC>  Mahkamah minta bukti Zahid rentas negeri.

<U+0001F4CC> Cuba seludup dadah  bernilai RM9.5 Juta gagal.

 #HapusCOVID19 #MyVaksinCOVID19  https://t.co/MPpxW6jqe8",o
501Awani,"Unit Perancang Ekonomi menjangkakan ekonomi negara akan pulih sekitar 4.5 hingga lima peratus.
#AWANInews #FajarAWANI #HapusCOVID19

https://t.co/XgAPTSvRPN",o
501Awani,"“Kita masih menetapkan lagi ibu mengandung tak diberi vaksinasi, masih terus terpakai kerana kajian Pfizer (baru lagi dilaksanakan) dan kita belum lagi dapat maklumat daripada mereka.”

#AWANInews #AWANI745 #MyVaksinCOVID19

https://t.co/f1AkIPUp4N",n
501Awani,"Penghantaran vaksin ini bagaimanapun dianggap bermotifkan politik.

#AWANInews #AWANIpagi #HapusCOVID19

https://t.co/bgc9o3ts8L",n
501Awani,COVID-19 | Kepentingan kelancaran pengedaran vaksin https://t.co/Mxl4WqY3k6 via @Audioboom,o
501Awani,"#AWANInews #AWANIsarawak 
Lebih 97,000 'frontliners' di Sarawak mendaftar terima vaksin fasa pertama

https://t.co/ev4ePmWM9O",p
501Awani,"Pemberian vaksin dicadang untuk pegawai dan anggota daripada semua jabatan, berjumlah 118,214 orang ketika ini.
#AWANInews #FajarAWANI #HapusCOVID19 #MyVaksinCOVID19

https://t.co/h8FAtuPKMz",p
501Awani,Ujian klinikal berskala besar #AWANInews #AWANI745 #HapusCOVID19 https://t.co/PTOcXSb6Sm,o
501Awani,"Ibu bapa yang menolak program vaksinasi kebangsaan kerana terpedaya dengan dakyah antivaksin menyesal apabila anak-anak mereka sendiri menghadapi penyakit itu dan mengakui keberkesanan vaksin.

#MyVaksinCOVID19 https://t.co/jWncy0rU4F",n
501Awani,"Setiausaha Akhbar White House, Jen Psaki mengumumkan, beberapa daerah akan menerima kira-kira 14.5 juta dos vaksin minggu ini.

#AWANInews #FajarAWANI #HapusCOVID19

https://t.co/B2qFBNaLMm",p
501Awani,"Ini infografik berkenaan bilangan Pusat Pemberian Vaksin (PPV) Program Imunisasi COVID-19 Kebangsaan Fasa 1 di seluruh negara.

Sebanyak 532 PPV akan mula beroperasi bagi sesi pertama ini.

#MyVaksinCOVID19
#HapusCOVID19 https://t.co/d0npRvT6IE",p
501Awani,"Orang ramai telah mengambil vaksin selesema yang dibangunkan menggunakan teknologi sama dan tiada sesiapapun menghadapi kesan serius daripada vaksin tersebut.

#ICYMI #AWANInews #AWANIpagi #MyVaksinCOVID19

https://t.co/9dNgi3BLwR",p
501Awani,"""Pejuang kanser ini kalau rawatan sudah selesai, dengan syarat rawatan terakhir tiga hingga enam bulan sebelum (dapat vaksin), mereka tiada masalah untuk menerima vaksin.""

#AWANInews #fajarAWANI #MyVaksinCOVID19

https://t.co/yNEewJuG3i",p
501Awani,Buat masa ini belum ada bukti klinikal untuk menyokong penggunaan vaksin itu dalam kalangan golongan berkenaan. #AWANInews #HapusCOVID19 #MyVaksinCOVID19 https://t.co/VbtAIO32BZ,o
501Awani,[DUNIA] Gaza dan Tebing Barat dilaporkan mengalami masalah kekurangan vaksin- keadaan yang berbeza berbanding Israel. #AWANInews #HapusCOVID19 https://t.co/jL7FdlLJVH,n
501Awani,"Angkasa menyokong penuh usaha kerajaan untuk program vaksinasi ini yang merupakan program imunisasi terbesar negara.

#AWANInews #fajarAWANI #MyVaksinCOVID19

https://t.co/JkodTkAJLI",p
501Awani,"Ini info berkenaan ketibaan vaksin COVID-19 setakat 24 Februari 2021.

Negeri Kedah, Melaka, Negeri Sembilan dan Perak akan menerima dos vaksin pada hari ini (24 Feb), manakala negeri Pahang, Terengganu, Sabah, Sarawak dan Labuan pada 25 Feb ini.

#MyVaksinCOVID19 #HapusCOVID19 https://t.co/uDD8d1WIiI",p
501Awani,"#AWANIringkas 24 Februari 2021 | 9 AM 

<U+0001F4CC> Hari untuk vaksin bermula

<U+0001F4CC> Bayaran BPR diterima hari ini

<U+0001F4CC> Pengasas aplikasi 'Sugarbook' didakwa hari ini

#MyVaksinCOVID19 #DisiplinMalaysia 
#HapusCOVID19 https://t.co/AVPZUbgGet",o
501Awani,"[LAPOR LANGSUNG] Ikuti laporan terkini hari bersejarah negara apabila Program Imunisasi COVID-19 Kebangsaan bermula esok, dengan Perdana Menteri jadi individu pertama terima vaksin Pfizer BioNTech.
#AWANInews #AWAN745 #MyVaksinCOVID19 https://t.co/yvF2UQF2qt",p
501Awani,"Guru Fasa Pertama Vaksin #COVID19: Satu Pertimbangan Wajar - Pakar

#AgendaAWANI #Sekolah2021 #HapusCOVID19 https://t.co/LRMW4RWNT1",o
501Awani,"#AWANIringkas 23 Februari 2021 | 9AM

<U+0001F4CC> Manfaat Program Imunisasi Covid-19 Kebangsaan
<U+0001F4CC> Vaksin: Permohonan warga emas, pesakit kronik
<U+0001F4CC> Perbicaraan kes 1MDB bersambung

#HapusCOVID19 #AWANInews #MyVaksinCOVID19 https://t.co/ocUAidLZ4Z",o
501Awani,Mereka menjangka pemberian vaksin sebahagian besarnya boleh diselesaikan pada 2021 di kebanyakan negara. #AWANInews #AWANI745 https://t.co/3TQXauZRFY,p
501Awani,Vaksin berkenaan yang dikeluarkan di Belgium dijadualkan tiba pada sebelah pagi dari Singapura #AWANInews #AWANI745 #HapusCOVID19 https://t.co/NUXvBTQ3x6,p
rinamimora,Pukul berapa DG vaksin hari ni?,o
rinamimora,"Kena derma darah cepat2 ni, pastu gi buat annual check up, pastu baru boleh ready untuk vaksin nanti.",o
mmdalf_,Ambik vaksin cepat cepat do aku nak keluar macam biasa<U+0001F62D> nak tengok orang lain dating sweet sweet. Tak apa aku mati pun tak apa biar orang lain bahagia<U+0001F602>,n
asyikfmrtm,4 PERKARA YANG PERLU DILAKUKAN SELEPAS MENERIMA SUNTIKAN VAKSIN COVID-19 https://t.co/L8dRz5lUfE https://t.co/QWoZcq3ine,o
asyikfmrtm,"Vaksin Sinovac bakal tiba 27 Februari ini.

#PKP
#KitaTeguhKitaMenang
#KomunikasiKita
#PsaCOVID19RTM

Sumber : @JKJAVMY https://t.co/IopYA9Zwit https://t.co/SNIOAugMDk",o
asyikfmrtm,APAKAH ITU VAKSIN COVID-19? https://t.co/xO412hztbj https://t.co/08cMlO4ZHz,o
asyikfmrtm,"Kesemua nama pegawai dan anggota polis kontinjen Perak telah didaftarkan untuk menerima suntikan vaksin Covid-19.

https://t.co/XWUgIqEtXF
#onenews #perak #COVID19 https://t.co/uNpHKSvMiA https://t.co/1rP9ZDzPdD",p
asyikfmrtm,"Dengarkan tetamu undangan pagi in di dalam segmen Myhik Asyik<U+0001F642>

Tajuk: 
COVID-19: Vaksin, Sudahkah Anda Bersedia?

Tarikh: 
24 Februari 2021

Masa: 
11.30 pagi

Dr. Vickneshwaran Muthu
Ketua Penolong Pengarah Kanan,
Bahagian Kawalan Penyakit, Kementerian Kesihatan Malaysia. https://t.co/Vae9N6aSzD",o
asyikfmrtm,"3 FASA PEMBERIAN VAKSIN UNTUK KUMPULAN SASAR.

#PKP
#KitaTeguhKitaMenang
#KomunikasiKita
#PsaCOVID19RTM

Sumber : @MKNJPM https://t.co/JBsyA0bpYs https://t.co/1SLDzWyTXq",o
asyikfmrtm,"Jadual Dos Vaksin COVID-19 diperolehi Malaysia.

#PKP
#KitaTeguhKitaMenang
#KomunikasiKita
#PsaCOVID19RTM https://t.co/JtBfkhBPeI https://t.co/u9AH2Nef2u",p
zlk69,Orang ramai dijangka boleh daftar vaksin mulai bulan depan https://t.co/V9a1vk2CNy,o
zlk69,Pendaftaran terima vaksin Covid-19 di MySejahtera bermula hari ini https://t.co/VhpeWbcLkQ,p
zlk69,"Vaksin dah sampai, kenapa nak takut https://t.co/bfpBRL0svB",p
zlk69,Jangan jadi populis manipulasi isu vaksin - Wanita UMNO | Edisi 9 https://t.co/b0iJPWRz7D,p
zlk69,Bekas pesakit kanser digalak terima vaksin - Dr Hishamshah | Astro Awani https://t.co/W5at7mfaAY,o
zlk69,Vaksin COVID-19 | Ibu mengandung belum dikategorikan penerima vaksin | Astro Awani https://t.co/keVTfiFKJB,p
zlk69,"Vaksin COVID-19: PDRM senarai 102,000 nama sebagai penerima awal | Astro Awani https://t.co/zZy0HXVuXj",o
zlk69,Penduduk luar bandar Sarawak guna pesanan teks daftar vaksin https://t.co/zok1b3zj7b,o
zlk69,"Sinar Baharu, Rakyat Perlu Beri Kerjasama Pengagihan Vaksin Pfizer-BioNTech – Noraini https://t.co/RKZHAWCZnI",p
zlk69,"Kalau Abah, Pak Ngah pun ambil vaksin, kenapa tidak anda? https://t.co/5iNMhw2xik",n
zlk69,"Tiada masalah OKU, bekas pesakit kanser terima vaksin https://t.co/BM9iqGxJpT",o
zlk69,"""Dah boleh daftar!"" – Aplikasi MySejahtera Kini Sudah Dikemaskini, Ada Fungsi Vaksin COVID 19 https://t.co/lh4CBcLSlY via @lobakmerahmy",p
zlk69,Vaksin Pfizer mula diuji pada wanita hamil | Astro Awani https://t.co/YUwE8j9rq0,p
zlk69,Guru berisiko tinggi mungkin dapat vaksin fasa pertama- KJ https://t.co/kDM9vcbKOR,p
zlk69,"Hospital Angkatan Tentera Tuanku Mizan terima 4,680 dos vaksin COVID-19 https://t.co/kyL8VkDzNY via @theairtimes",o
zlk69,Vaksin COVID-19 Sumbangan UAE Tiba Di Gaza https://t.co/lkV8gheHJn via @Suara.TV,p
zlk69,"Sejarah bakal tercipta, Perdana Menteri ketuai rakyat untuk terima vaksin COVID-19 esok | Astro Awani https://t.co/FAyN6K9jHx",p
zlk69,"1,278 dos vaksin tiba di Langkawi Khamis ini - Utusan Digital https://t.co/7BG2Kfapze",o
zlk69,Polis Perak pastikan vaksin COVID-19 sampai dengan selamat - KP Perak | Astro Awani https://t.co/XQT0QhF58c,p
zlk69,Vaksin COVID-19: Ikhtiar untuk tamatkan pandemik ini - KP Kesihatan | Astro Awani https://t.co/hssKW9LrzJ,p
KabarSiang,Sri Sultan Hamengku Buwono X Mengaku Siap Disuntik Vaksin Covid–19 https://t.co/8JYI4XDiHS,p
KabarSiang,Kemenkominfo Hapus 111 Konten Hoaks Terkait Vaksin Covid-19 https://t.co/h1SZcj1Wka,p
KabarSiang,"1 Juta Vaksin Covid-19 Gelombang II Tiba di Jateng, Distribusi Diawali Kota Semarang dan Surakarta https://t.co/JbQaGjnGHg",p
KabarSiang,Survei Indikator: Mayoritas Pendukung Prabowo di Pilpres 2019 tak Percaya Vaksin COVID-19 https://t.co/Yd2gGAfaed,n
KabarSiang,"Terkendala Infrastruktur, Kang Emil Sampaikan Solusi Pemberian Vaksin Covid-19 di Jabar https://t.co/3vSxgtUdgx",p
KabarSiang,"Pedagang Pasar Pati, Dapat Vaksin Bonus Selfie Bareng Gubernur https://t.co/YMbQQWxOia",p
KabarSiang,Camat Penjaringan Buka Acara Kegiatan Vaksin Lansia #vaksin #lansia #gratis #depika https://t.co/PckXJSyxBX,p
KabarSiang,"Tangani 111 Isu Hoaks Vaksin Covid-19, Kominfo Libatkan Multistakeholders https://t.co/7YeLWmgjCQ",p
KabarSiang,"Bekerja dalam Senyap, Vaksin Nusantara Lolos Uji Klinis, Ini Saran Golkar ke Pemerintah https://t.co/T10qGPbkS2",p
KabarSiang,"Cara Ariel NOAH Jelaskan Vaksin Covid-19 Bikin Takjub Sampai Trending, Auto Diminta Jadi Duta Vaksin https://t.co/e7yP7lLMdS",p
KabarSiang,"Vaksin Nusantara Banyak Dinyinyiri, dr Tifa: Tidak Semua Hal Anda Tahu, Mentang-mentang Anda Doktor https://t.co/POVBRE33eK",n
KabarSiang,"Hendropriyono Angkat Suara: Penemunya Tentara, Vaksin Nusantara Buatan Terawan Perlu Didukung https://t.co/INyhmg4HvU",p
KabarSiang,"Nakes Positif Covid-19, Kemenkes Sebut Mereka Terpapar Sebelum Menerima vaksin https://t.co/C3nZc4YyWp",p
KabarSiang,"Ketimbang Bayar Ongkos Tes yang Mahal, 6.700 Pengusaha Pilih Bayari Vaksin COVID-19 untuk Karyawan https://t.co/kuIB9HW7gH",p
KabarSiang,"Usai Sinovac, Vaksin AstraZeneca Sebanyak 4,6 Juta Segera Tiba di Tanah Air https://t.co/VEJ6rDYXQl",p
Coffemix__,"Duh, kok bersin bersin ya, padahal besok vaksin kedua <U+0001F97A>",o
Coffemix__,"Mulai deh dramanya...

Vaksin kosong <U+0001F644>",n
flamespiqo,"Korang heboh pasal vaksin dengan anti vaksin, dajjal ni taknak pula lawan. Eleh cakap je lebih korang ni. Meh lawan yang 3 bawah tu dulu. Lama dah bertapak kat tanah malaya. https://t.co/B4mVULSAaS",n
DreamJobSdnBhd,Apa pendapat anda tentang vaksin covid-19? https://t.co/eBiedL4SIJ,o
chikrini,@aik_arif Sepertinya tidak ada masalah kalo ada vaksin mandiri. Jika ada swasta yang bisa mendapatkan vaksin. Pemerintah tinggal mengatur regulasi harganya agar tdk dijadikan spekulasi. Orang2 bs memilih mau tunggu jatah dari pemerintah atau berinisiatif vaksin dengan dana sendiri.,p
mat_akid,"Nak tanya, lepas ambik vaksin tuu, ada tak nampak drone atas kepala ker, tempat cucuk tuu berkelip ker keluar lampu ker, ada orang duk ikut duk perati ker? Almaklumlah kan para ilmuan melayu kata ada microchips. Yahudi nak trace detect senang. https://t.co/JECOmVwyLu",o
FirzaHusain,"Pintar ya Ariel menjelaskan tentang vaksin, berapapun efikasinya asal di atas 50% ambil, biar antibodi mengenali virusnya dan menyiapkan amunisinya, jadi klupun kena ga  parah dan menurun drastis kemampuan untuk menularkan, lbh bagus lagi ga kena maka harus tetap taat prokes <U+0001F44D><U+0001F44D>",p
FirzaHusain,Vaksin buat seluruh tenaga pendidik ga serta merta membuat sekolah tatap muka aman klu murid2nya blm divaksin <U+0001F64F><U+0001F64F><U+0001F64F>,n
nrlummizzt,@Ijewann__ Speechless macam ni. Wan jangan lupa daftar vaksin <U+0001F60E><U+270C><U+0001F3FB>,p
nrlummizzt,Semoga tak jumpa lelaki mcm ni atau anti vaksin <U+0001F921><U+0001F921><U+0001F921><U+0001F921> https://t.co/O5eD8p4zRC,n
nuwrashanaz,@acexrain And  mana part yangg haruss untuk guna Vaksin ? Itu adalah hak maisng masing . Kita kena hormat keputusan orang jugak . Negara ni ada undang undang bukan tak :),n
medcom_id,914.200 Dosis Vaksin Covid-19 Tahap Dua Dikirim ke 38 Kab/Kota di Jatim https://t.co/fnwbQnseW6,o
medcom_id,Sesmenpora: 730 Insan Olahraga Mendapat Vaksin Covid-19 Prioritas https://t.co/mYHguaQgMe,p
medcom_id,Presiden Kolombia Sambut Kedatangan Vaksin Sinovac https://t.co/3qwJxyGTdw,p
medcom_id,ASN dan PJLP Diharapkan Jadi Prioritas Penerima Vaksin Covid-19 https://t.co/FoEerVZHjn,p
medcom_id,Vaksin Gotong Royong Diyakini Percepat Pembentukan Kekebalan Kelompok https://t.co/pk1oFt1pnm,p
medcom_id,Studi: Efektivitas Dosis Vaksin Pfizer Kurangi Risiko Penularan Covid-19 hingga 72% https://t.co/0mi25kiJkk,p
medcom_id,Gaza Terima 20 Ribu Vaksin Sputnik V dari Uni Emirat Arab https://t.co/xhfsQXRgvv,p
medcom_id,Pemerintah Konsisten Jaga Pasokan Vaksin Covid-19 https://t.co/b8C7pPWiBA,p
medcom_id,Pegawai KPK Termasuk Novel Baswedan Disuntik Vaksin Covid-19 https://t.co/ZAySRcNuHK https://t.co/TFPrl3H9yA,p
medcom_id,Menteri BUMN: Bio Farma Bisa Produksi Vaksin di Luar Inactivated Virus https://t.co/ZdMuMelI9E,p
medcom_id,"PGRI: Guru Antusias Terima Vaksin, Tidak Ada Penolakan https://t.co/HKQJlXaiCQ",p
medcom_id,Korea Selatan akan Gunakan Vaksin Pfizer di Akhir Februari https://t.co/tZkcDuuafO,o
medcom_id,Jateng Terima 1 Juta Dosis Vaksin Covid-19 Tahap II https://t.co/34Dr3VIuMA,p
medcom_id,Puluhan Wartawan di Sleman Disuntik Vaksin Covid-19 https://t.co/goln1uIpXh,p
medcom_id,5 Juta Vaksin untuk Lansia akan Didistribusikan di Jawa dan Bali https://t.co/me9aZz3gej,p
kelincisawah,"@Ukewud aku ikutan wag puskesmas kelurahan tempat aku tinggal, dari suster yg udah dapat pelatihan di dinkes infonya seperti ini..... yg hipertensi, diabet, kanker, asma asal terkendali boleh dapat vaksin https://t.co/TxdpEGPv69",p
Pardo_Aganis,@xvidgmbk Jodoh gk kmana... Om El akhirnya dpt dokter vaksin palsu,n
uknowmyprofile,@kalokamubisa @kochengfess Minggu2 kmrn sempet konsul ke drh katanya lebih baik vaksin dulu kak biar imunnya kuat dlu baru di steril cm skrng vaksin lg susah bgt makanya mba babu bingung huhu,o
rmol_id,Legislator Gerindra Tolak Sanksi Stop Bansos Bagi Penolak Vaksin https://t.co/Bk4LohYHBP,n
rmol_id,HIPMI: Program Vaksin Mandiri Bagus Untuk Percepat Tercapainya Herd Immunity https://t.co/MbmufPsUH2,p
rmol_id,"Terima Kiriman Vaksin Sinovac China, Kolombia Siap Lakukan Vaksinasi Nakes Dan Lansia https://t.co/V155xgStWd",p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/BGoPWqWy54,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/AeodfEE3bJ,p
Humasres_Rohil,Ayo jngan takut di Vaksin.. Vaksin dapat meningkatkan kekebalan tubuh.. https://t.co/qaVPitGJty,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/FybQBJWJ1G,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/go0bbdKsYL,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/Dn0YgHOcsu,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/yo21QK3zOM,p
Humasres_Rohil,Ayo suntik Vaksin.. https://t.co/8GmYnoDD0g,p
_dhiyaaaaaa,ko takut bgt ya pas tau mmh gue harus di vaksin :(,n
muhdrazi70,"@syahredzan Tu pasal vaksin sampai malaysia, heboh satu dunia.. Nak tunjuk ngan rakyat PN ni bagusss..",n
mhakimiamunir,@amirMraziq Berat doh. Konon memasing dgr cakap ulama. Pening aku ulama mana yg dia dengar tu. hadi awang pon nk jdi yg first amik vaksin,n
rossii_A,"Percaya vaksin krn pemerintah <U+274C>
Percaya vaksin krn Ariel Noah <U+2714><U+FE0F>",o
rossii_A,Cocok menjadi duta vaksin. Masyarakat lebih butuh kaya gini. https://t.co/5oJx8EvOrG,p
fallforjisoo,"Dok, tolong lah bales, lusa mau vaksin ini",o
fallforjisoo,@BucinnyaJenSoo @idungjisoo gue mau vaksin la woy lusa,o
fallforjisoo,aku harus seneng seneng dulu sebelum vaksin. Please jangan ada yang cari masalah.,p
asyrafgk,"anti-vaksin ni golongan wanita, sebab kalau lelaki dia jadi uncle-vaksin",o
urbanasiacom,"Mulai hari ini, Australia sudah mulai program vaksin Covid-19 khususnya untuk para tenaga medis dan warga lanjut usia (lansia) lho!

https://t.co/TEFWjD0xKv",p
urbanasiacom,"Ariel 'NOAH' menjadi trending topic Twitter kemarin karena penjelasannya tentang vaksin Covid - 19. Akibatnya, banyak respon positif dari netizen yang ingin Ariel menjadi duta vaksin. Kalau menurut kamu gimana guys?

https://t.co/3R3xJZFkTr",p
ZiyadRafiqi,"Yang kaki travel tu nanti KKM akan bagi vaksin hat chip 1TB, bukan apa takut penuh nanti mcm mana Dajal nak trace?",o
fara_mokhtar,Apa hukumnya mendajjalkan orang sesuka hati ? Kita sokong vaksin terus dicop pengikut dajjal. Alahai <U+0001F602>,o
detikcom,"Per 23 Februari 2021, vaksin COVID-19 dosis 1 telah diberikan kepada 1.269.905 tenaga kesehatan, mencakup 86,46 persen dari total target nakes. https://t.co/yy2skKUyNo",o
